anio;jurisdiccion_de_residencia_id;jurisdicion_residencia_nombre;cie10_causa_id;cie10_clasificacion;sexo_id;Sexo;muerte_materna_id;muerte_materna_clasificacion;grupo_edad;cantidad
2023;38;Jujuy;X91;Agresión por ahorcamiento, estrangulamiento y sofocación;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;X99;Agresión con objeto cortante;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V14;Ciclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;X59;Exposición a factores no especificados;2;femenino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;X97;Agresión con humo, fuego y llamas;2;femenino;;;03.De 35 a 54 anios;1
2023;38;Jujuy;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;2
2023;2;Ciudad Autónoma de Buenos Aires;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;03.De 35 a 54 anios;1
2023;70;San Juan;V58;Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;W13;Caída desde, fuera o a través de un edificio u otra construcción;1;masculino;;;03.De 35 a 54 anios;2
2023;14;Córdoba;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;2;femenino;;;03.De 35 a 54 anios;2
2023;26;Chubut;X85;Agresión con drogas, medicamentos y sustancias biológicas;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;X59;Exposición a factores no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;X99;Agresión con objeto cortante;1;masculino;;;03.De 35 a 54 anios;1
2023;70;San Juan;V47;Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado;1;masculino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;W87;Exposición a corriente eléctrica no especificada;2;femenino;;;03.De 35 a 54 anios;1
2023;10;Catamarca;X05;Exposición a ignición o fusión de ropas de dormir;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;03.De 35 a 54 anios;1
2023;98;;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;74;San Luis;V83;Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;W18;Otras caídas en el mismo nivel;2;femenino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;78;Santa Cruz;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;X93;Agresión con disparo de arma corta;2;femenino;;;03.De 35 a 54 anios;1
2023;42;La Pampa;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;W64;Exposición a otras fuerzas mecánicas animadas, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V54;Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;58;Neuquén;X42;Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;12
2023;54;Misiones;V27;Motociclista lesionado por colisión con objeto fijo o estacionado;1;masculino;;;03.De 35 a 54 anios;1
2023;58;Neuquén;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;03.De 35 a 54 anios;2
2023;30;Entre Ríos;X99;Agresión con objeto cortante;1;masculino;;;03.De 35 a 54 anios;2
2023;50;Mendoza;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;V80;Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte;1;masculino;;;03.De 35 a 54 anios;2
2023;62;Río Negro;V58;Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;5
2023;6;Buenos Aires;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;5
2023;66;Salta;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;3
2023;14;Córdoba;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;38;Jujuy;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;5
2023;86;Santiago del Estero;X97;Agresión con humo, fuego y llamas;2;femenino;;;03.De 35 a 54 anios;1
2023;22;Chaco;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;2
2023;70;San Juan;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;Y04;Agresión con fuerza corporal;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;Y00;Agresión con objeto romo o sin filo;1;masculino;;;03.De 35 a 54 anios;1
2023;66;Salta;W74;Ahogamiento y sumersión no especificados;1;masculino;;;03.De 35 a 54 anios;2
2023;74;San Luis;V22;Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;78;Santa Cruz;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;2
2023;70;San Juan;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;03.De 35 a 54 anios;5
2023;2;Ciudad Autónoma de Buenos Aires;W87;Exposición a corriente eléctrica no especificada;2;femenino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;W74;Ahogamiento y sumersión no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;X59;Exposición a factores no especificados;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;X59;Exposición a factores no especificados;2;femenino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;X44;Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;V80;Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte;1;masculino;;;03.De 35 a 54 anios;1
2023;66;Salta;X44;Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;26;Chubut;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;W18;Otras caídas en el mismo nivel;1;masculino;;;03.De 35 a 54 anios;2
2023;70;San Juan;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;X99;Agresión con objeto cortante;2;femenino;;;03.De 35 a 54 anios;1
2023;86;Santiago del Estero;X99;Agresión con objeto cortante;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;W27;Contacto traumático con herramientas manuales sin motor;1;masculino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;X59;Exposición a factores no especificados;1;masculino;;;03.De 35 a 54 anios;7
2023;30;Entre Ríos;X94;Agresión con disparo de rifle, escopeta y arma larga;2;femenino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V14;Ciclista lesionado por colisión con vehículo de transporte pesado o autobús;2;femenino;;;03.De 35 a 54 anios;1
2023;74;San Luis;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;70;San Juan;V13;Ciclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;2
2023;22;Chaco;V27;Motociclista lesionado por colisión con objeto fijo o estacionado;1;masculino;;;03.De 35 a 54 anios;1
2023;58;Neuquén;V29;Motociclista lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;2;femenino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;W87;Exposición a corriente eléctrica no especificada;2;femenino;;;03.De 35 a 54 anios;1
2023;62;Río Negro;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;2
2023;94;Tierra del Fuego, Antártida e Islas del Atlántico Sur;W13;Caída desde, fuera o a través de un edificio u otra construcción;1;masculino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;4
2023;14;Córdoba;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;V13;Ciclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;2;femenino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;X09;Exposición a humos, fuegos o llamas no especificados;2;femenino;;;03.De 35 a 54 anios;2
2023;6;Buenos Aires;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;2;femenino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;W13;Caída desde, fuera o a través de un edificio u otra construcción;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;Y04;Agresión con fuerza corporal;2;femenino;;;03.De 35 a 54 anios;1
2023;34;Formosa;V83;Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V29;Motociclista lesionado en otros accidentes de transporte, y en los no especificados;2;femenino;;;03.De 35 a 54 anios;1
2023;58;Neuquén;V95;Accidente de aeronave de motor, con ocupante lesionado;1;masculino;;;03.De 35 a 54 anios;2
2023;58;Neuquén;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V14;Ciclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V13;Ciclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;W85;Exposición a líneas de transmisión eléctrica;1;masculino;;;03.De 35 a 54 anios;1
2023;66;Salta;X99;Agresión con objeto cortante;2;femenino;;;03.De 35 a 54 anios;1
2023;34;Formosa;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;38;Jujuy;V28;Motociclista lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;4
2023;82;Santa Fe;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;03.De 35 a 54 anios;5
2023;6;Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;2;femenino;;;03.De 35 a 54 anios;3
2023;6;Buenos Aires;W13;Caída desde, fuera o a través de un edificio u otra construcción;1;masculino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;22;Chaco;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;2
2023;50;Mendoza;X04;Exposición a ignición de material altamente inflamable;2;femenino;;;03.De 35 a 54 anios;1
2023;78;Santa Cruz;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;2;femenino;;;03.De 35 a 54 anios;1
2023;58;Neuquén;W22;Golpe contra o golpeado por otros objetos;2;femenino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;2
2023;90;Tucumán;V29;Motociclista lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;54;Misiones;W18;Otras caídas en el mismo nivel;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V44;Ocupante de automóvil lesionado por colisión con  vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;74;San Luis;V47;Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado;1;masculino;;;03.De 35 a 54 anios;1
2023;78;Santa Cruz;X09;Exposición a humos, fuegos o llamas no especificados;2;femenino;;;03.De 35 a 54 anios;1
